Total Amount,Date,SICK LEGEND,TEKKNO,HYPERTECHNO,TECHNO N TEQUILLA,DRILL GATES,SPED UP DRILL GATES,11:11 Music Group,TWO PUNKS IN LOVE,RAINY JASPER,AMBIENT JASPER,90210,DEADBOY,REAL ARTISTS,Source
127485,"January 12, 2023",93506.0,15034.0,0.0,0,4119.0,1852.0,11250,0.0,797,256.0,0.0,671,,FOLLOWERS
126454,"January 11, 2023",92933.0,14751.0,0.0,0,4019.0,1855.0,11196,0.0,796,256.0,0.0,648,,FOLLOWERS
125428,"January 10, 2023",92369.0,14468.0,0.0,0,3913.0,1856.0,11148,0.0,794,255.0,0.0,625,,FOLLOWERS
124442,"January 9, 2023",91737.0,14253.0,0.0,0,3835.0,1858.0,11112,0.0,792,255.0,0.0,600,,FOLLOWERS
123477,"January 8, 2023",91177.0,13989.0,0.0,0,3761.0,1857.0,11064,0.0,790,254.0,0.0,585,,FOLLOWERS
122556,"January 7, 2023",90631.0,13745.0,0.0,0,3691.0,1857.0,11023,0.0,786,253.0,0.0,570,,FOLLOWERS
121533,"January 6, 2023",90059.0,13515.0,0.0,0,3604.0,1858.0,10981,0.0,708,252.0,0.0,556,,FOLLOWERS
120613,"January 5, 2023",89521.0,13255.0,0.0,0,3538.0,1855.0,10945,0.0,703,251.0,0.0,545,,FOLLOWERS
119704,"January 4, 2023",88983.0,13042.0,0.0,0,3441.0,1854.0,10901,0.0,701,251.0,0.0,531,,FOLLOWERS
118783,"January 3, 2023",88407.0,12840.0,0.0,0,3362.0,1856.0,10858,0.0,700,252.0,0.0,508,,FOLLOWERS
117920,"January 2, 2023",87904.0,12616.0,0.0,0,3279.0,1857.0,10820,0.0,698,251.0,0.0,495,,FOLLOWERS
117002,"January 1, 2023",87347.0,12381.0,0.0,0,3200.0,1860.0,10782,0.0,698,249.0,0.0,485,,FOLLOWERS
